id,name,popularity,duration_ms,album_name,release_date,artist_name,genre,artist_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year
7H6ev70Weq6DdpZyyTmUXk,Say My Name,76,271333,The Writing's On The Wall,1999-07-27,Destiny's Child,dance pop,75,0.713,0.678,-3.525,0.102,0.273,0,0.149,0.734,138.009,1999
6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,79,233933,The Better Life,2000,3 Doors Down,alternative metal,72,0.545,0.865,-5.708,0.0286,0.00664,1.10E-05,0.168,0.543,99.009,2000
3MjUtNVVq3C8Fn0MP3zhXa,Baby One More Time,77,211066,Baby One More Time (Digital Deluxe Version),1999-01-12,Britney Spears,dance pop,82,0.759,0.699,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96,1999
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,78,211160,Oops!... I Did It Again,2000-05-16,Britney Spears,dance pop,82,0.751,0.834,-5.444,0.0437,0.3,1.77E-05,0.355,0.894,95.053,2000
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),80,231400,Mail on Sunday,2008-03-17,Flo Rida,dance pop,80,0.918,0.609,-5.64,0.0791,0.0928,0,0.139,0.304,128.008,2008
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),82,250373,Confessions (Expanded Edition),2004-03-23,Usher,atl hip hop,83,0.894,0.791,-4.699,0.112,0.0183,0,0.0388,0.583,105.018,2004
4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,80,289133,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,Black Eyed Peas,dance pop,83,0.743,0.766,-6.375,0.0265,0.0873,0,0.509,0.61,127.96,2009
3oDFtOhcN08qeDPAK6MEQG,Boom Boom Pow,70,251440,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,Black Eyed Peas,dance pop,83,0.867,0.857,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048,2009
3UhXPxLDFKCj1ZO6mmtV0a,Apologize,73,208106,Dreaming Out Loud,2007-11-20,OneRepublic,dance pop,83,0.593,0.74,-6.12,0.0339,0.363,2.22E-05,0.102,0.502,118.008,2007
1IAzD1muglOxOcPbUHs70R,Whatever You Like,75,249533,Paper Trail,2008-09-07,T.I,atl hip hop,78,0.68,0.687,-6.162,0.0709,0.0161,0,0.261,0.467,150.053,2008
3jlbL2OTD5YmIunYzgQTAN,Live Your Life,75,338853,Paper Trail,2008-09-07,T.I,atl hip hop,78,0.375,0.862,-3.363,0.255,0.071,0,0.211,0.478,159.841,2008
7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,78,262466,Spirit,2007,Leona Lewis,british soul,74,0.638,0.656,-5.886,0.0357,0.188,0,0.146,0.225,104.036,2007
4ZOyH6KjomjlqCz3oFqglr,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,66,187840,This Is Me...Then,2002-11-19,Jennifer Lopez,dance pop,79,0.844,0.754,-5.46,0.207,0.00833,3.42E-06,0.0575,0.961,100.002,2002
3Gf5nttwcX9aaSQXRWidEZ,Ride Wit Me,74,291781,Country Grammar,2000-06-27,Nelly,dance pop,77,0.85,0.7,-6.49,0.0478,0.0616,1.80E-06,0.244,0.722,101.875,2000
2Mpj1Ul5OFPyyP4wB62Rvi,Survivor,71,254026,Survivor,2001-05-01,Destiny's Child,dance pop,75,0.514,0.911,-2.027,0.41,0.0559,0,0.775,0.619,161.109,2001
6zsk6uF3MxfIeHPlubKBvR,Get Ur Freak On,69,211120,Miss E... So Addictive,2001-05-14,Missy Elliott,dance pop,74,0.797,0.75,-9.369,0.247,0.533,0.108,0.095,0.74,177.87,2001
2YHIP0JrmNPJxwuUE45o7l,With Arms Wide Open,56,278440,Throwback Songs,2020-11-06,Various Artists,None,0,0.415,0.533,-8.445,0.0308,0.0037,0.000732,0.176,0.126,138.929,2020
41nT1Sp6ChR65FbsdLlFHW,Bootylicious,64,207906,Survivor,2001-05-01,Destiny's Child,dance pop,75,0.84,0.835,-4.386,0.275,0.00281,1.11E-06,0.152,0.637,103.376,2001
04KTF78FFg8sOHC1BADqbY,Hot In Herre,72,228240,Nellyville,2002-06-25,Nelly,dance pop,77,0.956,0.745,-4.753,0.12,0.206,0,0.0615,0.912,107.075,2002
6Qm9MaditCcx5V62rVHYqu,A Thousand Miles,61,237440,Best Of,2011-01-01,Vanessa Carlton,dance pop,65,0.488,0.833,-3.876,0.0387,0.273,0,0.192,0.257,94.841,2011
5xEM5hIgJ1jjgcEBfpkt2F,Complicated,78,244506,Let Go,2002-06-04,Avril Lavigne,canadian pop,78,0.585,0.776,-5.898,0.0459,0.0572,7.74E-06,0.3,0.427,77.987,2002
2HpWHLtZldOcDn5qzX8kb2,Can't Get You out of My Head,38,231715,Can't Get You out of My Head,2001,Kylie Minogue,australian dance,78,0.768,0.59,-7.485,0.0335,0.0257,0.603,0.0865,0.964,126.009,2001
6vrUTGn5p8IrfTZ0J6sIVM,Iris,74,289906,Greatest Hits Volume One - The Singles,2007-11-06,The Goo Goo Dolls,alternative rock,71,0.291,0.79,-5.683,0.0363,0.00133,5.61E-06,0.0811,0.513,155.667,2007
5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),76,236133,Dangerously In Love,2003-06-24,Beyoncé,dance pop,87,0.646,0.77,-6.596,0.226,0.00249,0,0.0715,0.681,99.165,2003
4WY3HyGXsWqjFRCVD6gnTe,Baby Boy (feat. Sean Paul),65,244826,Dangerously In Love,2003-06-24,Beyoncé,dance pop,87,0.655,0.488,-9.17,0.22,0.0825,1.16E-06,0.221,0.791,91.025,2003
7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,74,288333,Justified,2002-11-04,Justin Timberlake,dance pop,82,0.624,0.653,-6.582,0.176,0.575,0,0.104,0.565,73.884,2002
1AWQoqb9bSvzTjaLralEkT,Rock Your Body,72,267266,Justified,2002-11-04,Justin Timberlake,dance pop,82,0.891,0.714,-6.055,0.14,0.202,0.000234,0.0521,0.818,100.972,2002
2WQ09wqQBIOor7Q0VpIDBK,Rock That Body,59,268840,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,Black Eyed Peas,dance pop,83,0.715,0.907,-6.025,0.0993,0.0172,8.39E-05,0.426,0.841,124.992,2009
6YgV0EF8xJMZz0Zm6BTaT4,This Love,68,206200,Songs About Jane,2002-06-25,Maroon 5,pop,87,0.712,0.862,-4.612,0.0378,0.0525,0,0.093,0.809,95.051,2002
7nKOPOosPKm9M4KeTdmuMp,Wake Up Call,55,201306,It Won't Be Soon Before Long,2007,Maroon 5,pop,87,0.631,0.949,-2.671,0.0591,0.0302,0,0.0882,0.969,164.118,2007
2cMTIlktg3M9mXYqCPqw1J,Milkshake,67,182626,Tasty,2003-12-05,Kelis,dance pop,65,0.881,0.774,-6.068,0.0439,0.00986,0.0346,0.206,0.759,112.968,2003
6I9VzXrHxO9rA9A5euc8Ak,Toxic,80,198800,In The Zone,2003-11-13,Britney Spears,dance pop,82,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,2003
61Qhe2mHSLhUE04QeK4lkD,Breakaway,64,237000,Breakaway,2004-01-17,Kelly Clarkson,dance pop,83,0.446,0.701,-4.179,0.0295,0.0298,8.89E-06,0.0931,0.394,159.958,2004
0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,71,199853,Love Angel Music Baby,2004-11-22,Gwen Stefani,dance pop,78,0.926,0.916,-2.221,0.0929,0.35,6.17E-06,0.0234,0.904,110.007,2004
3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,72,188960,Breakaway,2004-01-17,Kelly Clarkson,dance pop,83,0.662,0.741,-5.406,0.0334,0.00165,0.0303,0.114,0.404,131,2004
5D2mYZuzcgjpchVY1pmTPh,Candy Shop,79,209106,The Massacre,2005-03-03,50 Cent,east coast hip hop,84,0.614,0.574,-7.961,0.466,0.0253,3.20E-05,0.38,0.755,125.173,2005
0BxfFnk0YzONqvmrkO0QrB,Don't Cha,72,272080,PCD,2005-01-01,The Pussycat Dolls,dance pop,72,0.875,0.631,-3.475,0.099,0.00542,2.54E-06,0.127,0.549,120.003,2005
4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,78,246960,Music Of The Sun,2005-08-29,Rihanna,barbadian pop,89,0.779,0.64,-8.415,0.159,0.000155,0.00077,0.101,0.498,99.019,2005
3f3omU8n47Mqyab5nCaGyT,Because of You,71,219493,Breakaway,2004-01-17,Kelly Clarkson,dance pop,83,0.583,0.584,-5.362,0.0314,0.254,0,0.123,0.136,140.039,2004
2gam98EZKrF9XuOkU13ApN,Promiscuous,82,242293,Loose (International Version),2006-01-01,Nelly Furtado,canadian latin,75,0.808,0.97,-6.098,0.0506,0.0569,6.13E-05,0.154,0.868,114.328,2006
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),83,218093,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,Shakira,colombian pop,84,0.778,0.824,-5.892,0.0712,0.284,0,0.405,0.756,100.024,2005
0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),77,242733,FutureSex/LoveSounds,2006-09-12,Justin Timberlake,dance pop,82,0.967,0.583,-5.562,0.0789,0.0584,0,0.0519,0.964,117,2006
314QzMOrpNUqWBUozYshf6,Buttons,68,225560,PCD,2005-01-01,The Pussycat Dolls,dance pop,72,0.565,0.817,-4.338,0.27,0.152,0,0.247,0.477,210.851,2005
30cSNer6TV8x2utjULVeQ5,SOS,70,238920,A Girl Like Me,2006-04-10,Rihanna,barbadian pop,89,0.677,0.671,-4.905,0.0361,0.004,5.07E-05,0.413,0.527,137.046,2006
7K2IeEefMiK8sDL8RBvXw2,London Bridge,58,241306,The Dutchess,2006-01-01,Fergie,dance pop,72,0.769,0.609,-5.894,0.357,0.216,0,0.166,0.633,90.951,2006
5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,81,262533,How To Save A Life,2005-09-13,The Fray,neo mellow,73,0.64,0.743,-4.08,0.0379,0.269,0,0.101,0.361,122.035,2005
5aEqcblO0Z6JloFJXtxyhe,Everytime We Touch,71,197124,Platinum,2006,Cascada,bubblegum dance,68,0.633,0.976,-5.362,0.0519,0.00281,1.29E-05,0.382,0.493,142.027,2006
0jDWRUbxSn8zQlwFbeLHwo,Evacuate The Dancefloor,63,207200,Evacuate The Dancefloor,2009-01-01,Cascada,bubblegum dance,68,0.762,0.702,-5.87,0.0432,0.0167,0,0.314,0.898,127.029,2009
5ZdzNVOmCSp5HFLk0EgvJS,Dirty Little Secret,64,193653,Move Along,2005-01-01,The All-American Rejects,modern rock,70,0.469,0.955,-4.253,0.0432,0.000343,1.35E-06,0.548,0.462,143.853,2005
6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,72,227853,B'Day Deluxe Edition,2007-05-29,Beyoncé,dance pop,87,0.447,0.694,-4.637,0.382,0.0293,5.46E-06,0.167,0.509,175.868,2007
49FYlytm3dAAraYgpoJZux,Umbrella,82,275986,Good Girl Gone Bad: Reloaded,2008-06-02,Rihanna,barbadian pop,89,0.583,0.829,-4.603,0.134,0.00864,0,0.0426,0.575,174.028,2008
07K4GcCDSTiXUF5ssyTRUM,The Sweet Escape,66,246466,The Sweet Escape,2006-01-01,Gwen Stefani,dance pop,78,0.756,0.77,-3.502,0.0343,0.191,0,0.178,0.73,119.961,2006
45hOioMDJktr86iKDHC8gr,Girlfriend,76,216131,The Best Damn Thing (Expanded Edition),2007-04-17,Avril Lavigne,canadian pop,78,0.56,0.959,-2.433,0.102,0.000738,0.000206,0.209,0.67,163.983,2007
3pD0f7hSJg2XdQ6udw5Tey,What Goes Around.../...Comes Around (Interlude),71,448573,FutureSex/LoveSounds,2006-09-12,Justin Timberlake,dance pop,82,0.687,0.723,-4.751,0.0709,0.122,0.00102,0.573,0.432,76,2006
4fzsfWzRhPawzqhX8Qt9F3,Stronger,81,311866,Graduation,2007-09-11,Kanye West,chicago rap,90,0.617,0.717,-7.858,0.153,0.00564,0,0.408,0.49,103.992,2007
7EGhmltmWJHCHobd3g8Hnw,No Air (feat. Chris Brown),64,264373,Jordin Sparks,2007-11-19,Jordin Sparks,dance pop,66,0.466,0.759,-4.978,0.199,0.0521,0,0.0587,0.328,160.033,2007
3goSVuTt3fDYDP6kRnFwuL,Take A Bow,77,229413,Good Girl Gone Bad: Reloaded,2008-06-02,Rihanna,barbadian pop,89,0.697,0.467,-7.536,0.0715,0.248,0,0.0941,0.572,82.082,2008
14iN3o8ptQ8cFVZTEmyQRV,I Kissed A Girl,72,179640,One Of The Boys,2008-06-17,Katy Perry,dance pop,86,0.699,0.76,-3.173,0.0677,0.00223,0,0.132,0.696,129.996,2008
2VOomzT6VavJOGBeySqaMc,Disturbia,75,238626,Good Girl Gone Bad: Reloaded,2008-06-02,Rihanna,barbadian pop,89,0.707,0.813,-4.515,0.0571,0.0863,0,0.168,0.722,124.921,2008
0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,77,267080,Good Girl Gone Bad: Reloaded,2008-06-02,Rihanna,barbadian pop,89,0.835,0.669,-5.582,0.0643,0.0336,6.92E-05,0.0535,0.542,122.668,2008
4hjuUelurEBKlqpJPJ77Iw,Pocketful of Sunshine,64,203440,Strip Me Away,2008,Natasha Bedingfield,dance pop,68,0.726,0.881,-3.892,0.0391,0.203,0,0.108,0.682,110.019,2008
0JiY190vktuhSGN6aqJdrt,So What,76,215160,Funhouse (Expanded Edition),2008-10-24,P!nk,dance pop,82,0.534,0.87,-3.078,0.0425,0.000329,0,0.241,0.462,126.019,2008
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,83,242186,We Sing. We Dance. We Steal Things,2008-05-12,Jason Mraz,acoustic pop,78,0.686,0.457,-8.322,0.0468,0.595,0,0.105,0.718,150.953,2008
3Ui2jdyxbZQrZohfM0NOgG,Tattoo,63,233466,Jordin Sparks,2007-11-20,Jordin Sparks,dance pop,66,0.566,0.766,-5.036,0.0399,0.431,0,0.101,0.547,168.005,2007
0iGckQFyv6svOfAbAY9aWJ,Hot N Cold,70,220226,One Of The Boys,2008-06-17,Katy Perry,dance pop,86,0.706,8.41E-01,-3.956,0.0418,7.95E-05,0,0.0688,0.861,132.032,2008
21pySLskKIKrhDziCX5ojQ,When I Grow Up,72,245680,Doll Domination (Deluxe),2008-09-23,The Pussycat Dolls,dance pop,72,0.671,0.685,-5.762,0.05,0.00165,0,0.398,0.368,118.449,2008
7iu0WYLdo4yksKf3seaxzI,Hate That I Love You,71,218946,Good Girl Gone Bad: Reloaded,2008-06-02,Rihanna,barbadian pop,89,0.637,0.73,-5.38,0.0874,0.323,0,0.0981,0.732,93.867,2008
1yJ5fyqBusR7Verj8JGsKV,Miss Independent,71,232000,Year Of The Gentleman,2008-01-01,Ne-Yo,dance pop,80,0.668,0.673,-5.714,0.145,0.48,0,0.194,0.727,171.812,2008
4fixebDZAVToLbUCuEloa2,Womanizer,76,224400,Circus (Deluxe Version),2008-12-02,Britney Spears,dance pop,82,0.724,0.695,-5.226,0.0622,0.073,0,0.0889,0.235,139,2008
2EvwLVrnYbCZEG6Kx5DCRy,Piece of Me,65,212106,Blackout,2007-10-25,Britney Spears,dance pop,82,0.769,0.638,-5.054,0.216,0.0902,0,0.0857,0.782,115.007,2007
1QV6tiMFM6fSOKOGLMHYYg,Poker Face,76,237200,The Fame,2008-01-01,Lady Gaga,dance pop,88,0.851,0.806,-4.62,0.0787,0.118,1.64E-06,0.121,0.787,118.999,2008
1dzQoRqT5ucxXVaAhTcT0J,Just Dance,75,241933,The Fame,2008-01-01,Lady Gaga,dance pop,88,0.822,0.739,-4.541,0.0311,0.0264,4.26E-05,0.181,0.745,118.992,2008
0wruS6JEQCGeYrvsCIdG0Z,Right Round (feat. Ke$ha),57,202680,Right Round,2009-02-09,Flo Rida,dance pop,80,0.453,0.975,-3.074,0.291,0.0518,1.57E-06,0.223,0.155,129.174,2009
5R9a4t5t5O0IsznsrKPVro,Single Ladies (Put a Ring on It),69,193213,I AM...SASHA FIERCE,2008-11-17,Beyoncé,dance pop,87,0.426,0.584,-5.293,0.296,0.0383,0,0.188,0.272,193.437,2008
4EWCNWgDS8707fNSZ1oaA5,Heartless,76,211000,808s & Heartbreak,2008-11-24,Kanye West,chicago rap,90,0.79,0.647,-5.983,0.136,0.0515,0,0.248,0.654,87.999,2008
7IhsLJMqdxoo7YAZjaSMru,Dead And Gone,68,299746,Paper Trail,2008-09-07,T.I,atl hip hop,78,0.713,0.746,-4.99,0.259,0.0402,0,0.601,0.47,135.021,2008
3OWcWJz1c0pIc6L3IDDhpP,Knock You Down,56,326186,In A Perfect World,2009-01-01,Keri Hilson,dance pop,67,0.588,0.877,-4.78,0.16,0.00952,0,0.171,0.645,155.165,2009
2q4rjDy9WhaN3o9MvDbO21,Kiss Me Thru The Phone,76,193386,iSouljaBoyTellem,2008-01-01,Soulja Boy,atl hip hop,69,0.758,0.712,-3.781,0.112,0.0185,0,0.0677,0.795,149.998,2008
7LP4Es66zdY7CyjepqmvAg,Down,79,212106,All Or Nothing,2009-01-01,Jay Sean,dance pop,69,0.657,0.695,-4.493,0.0321,0.0108,0,0.0822,0.683,65.997,2009
4Dm32oO01YpIubCHaAtKkN,My Life Would Suck Without You,66,211162,All I Ever Wanted,2009-03-06,Kelly Clarkson,dance pop,83,0.526,0.882,-4.006,0.0509,0.0014,0,0.144,0.424,144.982,2009
4JehYebiI9JE8sR8MisGVb,Halo,77,261640,I AM...SASHA FIERCE,2008-11-17,Beyoncé,dance pop,87,0.508,0.72,-5.908,0.0628,0.272,0,0.0563,0.472,79.983,2008
0CwYG1UnRmOx8Q1EzElCIL,Second Chance,67,222066,The Sound of Madness,2008-06-24,Shinedown,alternative metal,73,0.46,0.796,-4.501,0.0333,0.00107,0,0.106,0.182,100.011,2008
7jk7gqyEonmVVYahZN5zhW,Circus,71,192360,Circus (Deluxe Version),2008-12-02,Britney Spears,dance pop,82,0.791,0.733,-5.215,0.052,0.147,0.000381,0.0713,0.761,114.98,2008
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A,80,202066,The Time Of Our Lives (International Version),2009-01-01,Miley Cyrus,dance pop,91,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,2009
2a8CtZyPdd8w2csZh7oxpc,Run This Town,52,268013,The Hits Collection Volume One (Deluxe),2010-11-22,JAY-Z,east coast hip hop,85,0.591,0.921,-1.787,0.313,0.323,0,0.302,0.428,86.808,2010
7xkQdy0cy5ymoWT7nedvLz,Whatcha Say,72,221253,Jason Derulo (International),2010-02-26,Jason Derulo,dance pop,87,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,2010
0eH2eHURaXUP15D8gQlfjx,LoveGame,64,216333,The Fame,2008-01-01,Lady Gaga,dance pop,88,0.894,0.678,-5.611,0.0523,0.00569,2.43E-06,0.317,0.844,105.024,2008
02XnQdf7sipaKBBHixz3Zp,Paparazzi,70,208306,The Fame,2008-01-01,Lady Gaga,dance pop,88,0.762,0.692,-3.973,0.0438,0.113,0,0.094,0.397,114.906,2008
0CINJz55gaKzuAsqhZ0hEU,Waking Up In Vegas,50,199186,One Of The Boys,2008-06-17,Katy Perry,dance pop,86,0.524,0.878,-3.108,0.0346,0.0012,0,0.098,0.59,130.989,2008
7kMfu3KUydmrFVGEAhjtyl,Good Girls Go Bad (feat. Leighton Meester),66,196413,Hot Mess,2009-07-07,Cobra Starship,dance pop,60,0.594,0.874,-3.716,0.0815,0.0116,0,0.549,0.628,119.964,2009
2VqAEP1yY5T523K7bZtL8a,Right Now (Na Na Na),69,240746,Freedom,2008-01-01,Akon,dance pop,81,0.83,0.857,-4.194,0.152,0.262,0,0.413,0.607,137.982,2008
4cS2HQ6jK80vqdY9ofpztx,She Wolf,69,188866,She Wolf (Expanded Edition),2009,Shakira,colombian pop,84,0.865,0.69,-7.448,0.0444,0.289,0.0138,0.225,0.868,121.983,2009
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,81,216933,Sweet Dreams (Are Made Of This),1983-01-04,Eurythmics,art rock,70,0.692,0.711,-7.498,0.0317,0.225,0,0.12,0.875,125.135,1983
1FKxKGONukVFXWVJxAKmlz,Sweet Dreams,62,208066,I AM...SASHA FIERCE,2008-11-14,Beyoncé,dance pop,87,0.694,0.825,-5.986,0.111,0.0895,1.86E-05,0.0618,0.788,121.949,2008
2hdy9Wt9qp7M7d0U3ossu2,If U Seek Amy,67,216520,Circus (Deluxe Version),2008-12-02,Britney Spears,dance pop,82,0.717,0.587,-7.296,0.0339,0.0192,0,0.0523,0.544,129.954,2008
4E5P1XyAFtrjpiIxkydly4,Replay,77,182306,Replay,2009-08-18,Iyaz,dance pop,67,0.706,0.751,-6.323,0.0708,0.173,0,0.168,0.195,91.031,2009
2d7fRuDlFZfKIoSuf8bhGv,3,47,205533,The Essential Britney Spears,2014-07-29,Britney Spears,dance pop,82,0.701,0.72,-1.948,0.0475,0.0518,0,0.199,0.761,134.962,2014
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,80,199693,Animal (Expanded Edition),2010-01-01,Kesha,dance pop,78,0.755,0.837,-2.718,0.142,0.0991,0,0.289,0.714,120.028,2010
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",83,216773,"Save Me, San Francisco (Golden Gate Edition)",2010-12-01,Train,dance pop,77,0.673,0.886,-4.44,0.0431,0.185,0,0.0826,0.795,97.012,2010
6tS3XVuOyu10897O3ae7bi,California Gurls,73,234653,Katy Perry - Teenage Dream: The Complete Confection,2012-03-12,Katy Perry,dance pop,86,0.791,0.754,-3.729,0.0569,0.00446,0,0.163,0.425,125.014,2012
1bM50INir8voAkVoKuvEUI,OMG (feat. will.i.am),72,269493,Raymond v Raymond (Expanded Edition),2010-03-30,Usher,atl hip hop,83,0.781,0.745,-5.81,0.0332,0.198,1.14E-05,0.36,0.326,129.998,2010
6lV2MSQmRIkycDScNtrBXO,Airplanes (feat. Hayley Williams),75,180480,B.o.B Presents: The Adventures of Bobby Ray,2010-04-27,B.o.B,atl hip hop,75,0.66,0.867,-4.285,0.116,0.11,0,0.0368,0.377,93.033,2010
15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,82,263373,Recovery,2010-06-18,Eminem,detroit hip hop,92,0.749,0.925,-5.034,0.227,0.241,0,0.52,0.641,86.989,2010
0SiywuOBRcynK0uKGWdCnn,Bad Romance,81,294573,The Fame Monster (Deluxe Edition),2009-11-05,Lady Gaga,dance pop,88,0.696,0.921,-3.755,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,2009
2CEgGE6aESpnmtfiZwYlbV,Dynamite,78,202613,The Rokstarr Hits Collection,2010-01-01,Taio Cruz,dance pop,72,0.751,0.783,-3.724,0.0859,0.00379,0,0.036,0.816,119.975,2010
7ElF5zxOwYP4qVSWVvse3W,Break Your Heart,72,201546,The Rokstarr Hits Collection,2010-01-01,Taio Cruz,dance pop,72,0.607,0.934,-4.217,0.0314,0.0327,0,0.0909,0.568,122.01,2010
59dLtGBS26x7kc0rHbaPrq,Nothin' on You (feat. Bruno Mars),73,268320,B.o.B Presents: The Adventures of Bobby Ray,2010-04-27,B.o.B,atl hip hop,75,0.688,0.853,-5.814,0.0493,0.386,0,0.0862,0.743,103.993,2010
7HacCTm33hZYYN8DXpCYuG,I Like It,63,231373,Euphoria,2010,Enrique Iglesias,dance pop,78,0.648,0.942,-2.881,0.0878,0.021,0,0.0594,0.73,129.007,2010
6St9lR6dhV2tpCNVz7qfrS,In My Head,70,199026,Jason Derulo (International),2010-02-26,Jason Derulo,dance pop,87,0.762,0.748,-4.15,0.033,0.0266,0,0.348,0.851,110.009,2010
60jzFy6Nn4M0iD1d94oteF,Rude Boy,73,222920,Rated R,2009-11-20,Rihanna,barbadian pop,89,0.563,0.75,-4.496,0.127,0.113,0,0.0788,0.812,173.906,2009
4TCL0qqKyqsMZml0G3M9IM,Telephone,69,220640,The Fame Monster (Deluxe Edition),2009-11-05,Lady Gaga,dance pop,88,0.824,0.836,-5.903,0.0404,0.00521,0.000817,0.112,0.716,122.014,2009
55qBw1900pZKfXJ6Q9A2Lc,Teenage Dream,69,227760,Katy Perry - Teenage Dream: The Complete Confection,2012-03-12,Katy Perry,dance pop,86,0.719,0.804,-4.581,0.0355,0.0132,3.02E-06,0.139,0.605,119.999,2012
47Slg6LuqLaX0VodpSCvPt,Just the Way You Are,78,220733,Doo-Wops & Hooligans,2010-10-05,Bruno Mars,dance pop,88,0.637,0.843,-5.413,0.0432,0.0151,0,0.0876,0.434,109.012,2010
34GmTxmlK3TGlmqYCbcQKT,Cooler Than Me - Single Mix,61,213293,31 Minutes to Takeoff,2010-09-10,Mike Posner,dance pop,71,0.751,0.818,-4.601,0.055,0.146,0,0.687,0.654,129.965,2010
16sbugRbf9xEKlekuQ7Whm,Imma Be,62,257560,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,Black Eyed Peas,dance pop,83,0.597,0.517,-6.963,0.365,0.179,0,0.307,0.412,92.035,2009
3xkxcbnc7G3XYuZt6eUnI5,Empire State Of Mind,55,277106,The Hits Collection Volume One (Deluxe),2010-11-22,JAY-Z,east coast hip hop,85,0.503,0.955,-1.533,0.381,0.0265,0,0.265,0.818,173.521,2010
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),78,220800,Raymond v Raymond (Expanded Edition),2010-03-30,Usher,atl hip hop,83,0.663,0.861,-3.398,0.109,0.0338,0,0.082,0.654,119.963,2010
2qPUnoasNe4Ep43emVXEig,Billionaire (feat. Bruno Mars),70,211160,Lazarus,2010-06-07,Travie McCoy,dance pop,64,0.633,0.673,-6.403,0.258,0.297,0,0.206,0.659,86.776,2010
7Ie9W94M7OjPoZVV216Xus,Not Afraid,79,248133,Recovery,2010-06-18,Eminem,detroit hip hop,92,0.855,0.954,-1.19,0.264,0.529,0,0.205,0.668,114.635,2010
127uq83uGFapbddqiMUKky,Sexy Bitch (feat. Akon),75,195853,One More Love,2010-11-22,David Guetta,dance pop,87,0.813,0.627,-5.018,0.0486,0.0771,0.000616,0.131,0.801,130.011,2010
38xWaVFKaxZlMFvzNff2aW,Breakeven,71,261426,The Script,2008-09-08,The Script,celtic rock,77,0.63,0.698,-4.51,0.0244,0.173,0,0.0789,0.529,94.023,2008
6vc2Jq2vaGu8z326kSrw92,Your Love Is My Drug,69,187133,Animal (Expanded Edition),2010-01-01,Kesha,dance pop,78,0.826,0.612,-3.891,0.0982,0.00681,0,0.0889,0.756,120.057,2010
3DamFFqW32WihKkTVlwTYQ,Fireflies,79,228346,Ocean Eyes,2009-01-01,Owl City,indietronica,72,0.512,0.662,-6.797,0.0439,0.0275,0,0.118,0.472,180.114,2009
1wkGTsSqUhvvXgi0yX9haQ,Say Aah (feat. Fabolous),57,207546,Ready,2009-08-31,Trey Songz,dance pop,77,0.724,0.87,-3.614,0.113,0.00453,0,0.833,0.81,93.01,2009
1HHeOs6zRdF8Ck58easiAY,Alejandro,67,274213,The Fame Monster (Deluxe Edition),2009-11-05,Lady Gaga,dance pop,88,0.623,0.793,-6.63,0.0462,0.000397,0.0015,0.375,0.36,98.998,2009
6OEolOOk9Gh9bqkdpfIOl0,Ridin' Solo,68,215746,Jason Derulo (International),2010-02-26,Jason Derulo,dance pop,87,0.442,0.83,-4.02,0.146,0.128,0,0.129,0.578,89.338,2010
