id,name,popularity,duration_ms,album_name,release_date,artist_name,genre,artist_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year
55h7vJchibLdUkxdlX3fK7,Treasure,77,178560,Unorthodox Jukebox,2012-12-07,Bruno Mars,dance pop,88,0.874,0.692,-5.28,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,2012
6LoQHIo74tOzQ8EsLEkhgF,Come & Get It,69,231986,Stars Dance (Bonus Track Version),2013-01-01,Selena Gomez,dance pop,86,0.546,0.787,-4.1,0.0517,0.0101,0.00021,0.0809,0.573,79.979,2013
1NNAI51EuoRWw1ydX1zV7S,Daylight,65,225066,Overexposed Track By Track,2012-01-01,Maroon 5,pop,87,0.656,0.674,-5.473,0.0269,0.00242,0,0.255,0.369,120.001,2012
5ka2ajep9OAvU5Sgduhiex,Applause,72,212333,ARTPOP,2013-11-11,Lady Gaga,dance pop,88,0.669,0.78,-4.287,0.053,0.0265,1.63E-06,0.143,0.738,139.945,2013
2E43WFS4rRc09za2r2GmZl,My Songs Know What You Did In The Dark (Light Em Up),72,186826,Save Rock And Roll,2013-01-01,Fall Out Boy,emo,81,0.558,0.924,-4.341,0.064,0.0271,3.32E-06,0.537,0.567,151.99,2013
3Y3gChJoEUTqrtuqJCIPQk,Irresistible,57,205851,Irresistible,2015-10-16,Fall Out Boy,emo,81,0.504,0.889,-4.533,0.0737,0.0489,0,0.19,0.367,165.047,2015
04aAxqtGp5pv12UXAg4pkq,Centuries,81,228360,American Beauty/American Psycho,2015-01-20,Fall Out Boy,emo,81,0.393,0.858,-2.868,0.0729,0.00359,0,0.102,0.56,176.042,2015
5PUawWFG1oIS2NwEcyHaCr,Uma Thurman,69,211573,American Beauty/American Psycho,2015-01-20,Fall Out Boy,emo,81,0.623,0.962,-2.616,0.0895,0.103,0.000174,0.264,0.676,149.963,2015
190jyVPHYjAqEaOGmMzdyk,Beauty And A Beat,72,227986,Believe (Deluxe Edition),2012-06-15,Justin Bieber,canadian pop,95,0.602,0.843,-4.831,0.0593,0.000688,5.27E-05,0.0682,0.526,128.003,2012
24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing (feat. Florence Welch),72,212560,18 Months,2012-10-29,Calvin Harris,dance pop,86,0.573,0.929,-3.942,0.109,0.197,0.000112,0.0567,0.582,127.934,2012
6PUIzlqotEmPuBfjbwYWOB,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,73,214912,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),2013-02-01,Lana Del Rey,art pop,85,0.572,0.81,-5.791,0.0558,0.0157,6.53E-06,0.13,0.11,126.052,2013
4rsW3WCZBGwhHfJWuHRwyT,Home,68,210173,The World From The Side Of The Moon (Deluxe),2013-01-01,Phillip Phillips,folk-pop,63,0.606,0.826,-6.04,0.0307,0.0256,1.56E-05,0.117,0.322,121.04,2013
4esOae7i4rqTbAu9o5Pxco,Girl on Fire,77,224920,Girl on Fire (Remixes) - EP,2012-11-18,Alicia Keys,hip pop,81,0.482,0.706,-5.762,0.0609,0.135,0.00106,0.105,0.144,92.494,2012
3XyMPyuWwHcGMvXeJY6Qt0,Girl On Fire (feat. Nicki Minaj) - Inferno Version,58,270720,Girl On Fire,2012-11-26,Alicia Keys,hip pop,81,0.554,0.808,-5.943,0.305,0.0876,0.00402,0.147,0.337,92.586,2012
5H0ajL4EHsrcAEGESo2Lzx,Love Somebody,63,229973,Overexposed Track By Track,2012-01-01,Maroon 5,pop,87,0.675,0.783,-6.284,0.0365,0.134,0,0.122,0.4,120.018,2012
4kbYevkszYmMhoQcwnR7cZ,I Will Wait,66,276720,Babel (Deluxe Version),2012-09-21,Mumford & Sons,modern folk rock,77,0.486,0.769,-5.14,0.0341,0.0119,0.00832,0.197,0.393,131.286,2012
1jF7IL57ayN4Ity3jQqGu0,Try,75,247906,The Truth About Love,2012-09-18,P!nk,dance pop,82,0.673,0.629,-7.072,0.0299,0.00141,0,0.0944,0.551,103.998,2012
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),71,234506,18 Months,2012-10-29,Calvin Harris,dance pop,86,0.695,0.869,-5.066,0.0483,0.41,0,0.237,0.58,124.989,2012
5L79aNYCTKiZq7vaOElXYj,"Gone, Gone, Gone",68,209693,The World From The Side Of The Moon (Deluxe),2013-01-01,Phillip Phillips,folk-pop,63,0.664,0.642,-5.961,0.038,0.129,0,0.114,0.501,118.002,2013
5qaEfEh1AtSdrdrByCP7qR,Demons,80,177506,Night Visions,2012-09-04,Imagine Dragons,modern rock,87,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.269,0.428,89.938,2012
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,82,257266,Native,2013-01-01,OneRepublic,dance pop,83,0.664,0.705,-4.972,0.0382,0.0654,0,0.118,0.477,122.016,2013
3cOO5IQtOYs7huq4Z6lYfr,Love Runs Out,65,224853,Native,2014-01-01,OneRepublic,dance pop,83,0.715,0.931,-3.793,0.0565,0.171,0,0.0757,0.742,120.025,2014
4bZd0nRuX8HyjeXAUBczvm,I Cry,63,223800,Wild Ones,2012-06-22,Flo Rida,dance pop,80,0.693,0.822,-5.441,0.0439,0.00616,1.79E-06,0.315,0.763,126.035,2012
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,79,266600,My Head Is An Animal,2012-01-01,Of Monsters and Men,folk-pop,72,0.457,0.757,-5.177,0.032,0.0206,0,0.146,0.417,102.961,2012
6OPZtIV3uoZQT1YkoiEQH9,The Other Side,62,226986,Tattoos,2013-09-10,Jason Derulo,dance pop,87,0.561,0.836,-3.939,0.1,0.0525,0,0.136,0.517,127.923,2013
7kAYyzVhWr3nSqAC7CUOWK,Catch My Breath,50,251506,Catch My Breath,2012-10-15,Kelly Clarkson,dance pop,83,0.691,0.946,-3.221,0.0678,0.0259,0,0.0897,0.517,124.021,2012
5r67bGhYXZNqk2m2Wupfmu,Pour It Up,64,161200,Unapologetic (Deluxe),2012-12-11,Rihanna,barbadian pop,89,0.785,0.478,-8.735,0.0419,0.0254,0,0.0901,0.39,134.002,2012
5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,77,200106,Midnight Memories (Deluxe),2013-11-25,One Direction,boy band,89,0.652,0.877,-2.986,0.0465,0.0227,0,0.0789,0.486,118.491,2013
1VdZ0vKfR5jneCmWIUAMxK,The A Team,77,258373,#ERROR!,2011-09-09,Ed Sheeran,pop,91,0.642,0.289,-9.918,0.0367,0.669,0,0.18,0.407,84.996,2011
5xZjfKSfTooDP2rcAgjxlH,Carry On,58,278373,Some Nights,2012-02-14,fun,baroque pop,70,0.388,0.694,-5.769,0.0735,0.118,0.000293,0.082,0.365,145.434,2012
03xyN1GTdGjDE2k0jA57dq,#Beautiful,50,199866,Me. I Am Mariah... The Elusive Chanteuse,2014-05-27,Mariah Carey,dance pop,87,0.678,0.757,-5.487,0.0419,0.292,0,0.314,0.452,106.924,2014
6s8nHXTJVqFjXE4yVZPDHR,Troublemaker (feat. Flo Rida),74,185586,Right Place Right Time (Expanded Edition),2012-11-26,Olly Murs,dance pop,69,0.762,0.863,-3.689,0.0561,0.015,0,0.125,0.965,106.012,2012
7du08U7ETrAezMM8cRihb9,Kiss Me,50,198093,Never Been Better (Expanded Edition),2014-11-24,Olly Murs,dance pop,69,0.754,0.799,-5.786,0.0688,0.0176,0,0.0725,0.338,99.972,2014
1RidHM9BC4M8DpfSQ6YLJh,Up (feat. Demi Lovato),69,224293,Never Been Better (Expanded Edition),2014-11-24,Olly Murs,dance pop,69,0.692,0.831,-5.389,0.034,0.0146,0,0.103,0.676,114.972,2014
7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am),80,202533,#3 Deluxe Version,2012-09-10,The Script,celtic rock,77,0.421,0.873,-4.343,0.0565,0.0653,0,0.123,0.63,84.803,2012
3vjQt1znaFEnX3PBXsgtVc,Next To Me,60,196746,Our Version Of Events (Special Edition),2012-01-01,Emeli Sandé,dance pop,68,0.664,0.799,-5.121,0.0368,0.0932,0.000108,0.105,0.35,94.991,2012
6Uy6K3KdmUdAfelUp0SeXn,Brave,72,220573,The Blessed Unrest,2013-07-16,Sara Bareilles,acoustic pop,72,0.551,0.836,-3.838,0.0524,0.00502,2.10E-05,0.0425,0.758,185.063,2013
7DFNE7NO0raLIUbgzY2rzm,Let Her Go,78,252866,All The Little Lights,2012-11-05,Passenger,folk-pop,75,0.509,0.538,-7.335,0.0572,0.385,0,0.104,0.244,75.089,2012
1yjY7rpaAQvKwpdUliHx0d,Still into You,77,216013,Paramore,2013-04-05,Paramore,candy pop,78,0.602,0.923,-3.763,0.044,0.0098,0,0.0561,0.765,136.01,2013
5jrdCoLpJSvHHorevXBATy,Dark Horse,75,215672,PRISM (Deluxe),2013-10-18,Katy Perry,dance pop,86,0.645,0.585,-6.122,0.0513,0.00314,0,0.165,0.353,131.931,2013
3U4isOIWM3VvDubwSI3y7a,All of Me,86,269560,Love In The Future (Expanded Edition),2013-08-30,John Legend,neo mellow,83,0.422,0.264,-7.064,0.0322,0.922,0,0.132,0.331,119.93,2013
3W3KtDwAIg3mAruSpnfG3Q,Fancy,70,199938,The New Classic (Deluxe Version),2014-01-01,Iggy Azalea,australian hip hop,74,0.912,0.716,-4.141,0.0697,0.0904,0,0.0491,0.377,94.981,2014
7F5Mmc4DlX6x5tW3u5zxwt,Work,55,223196,The New Classic (Deluxe Version),2014-01-01,Iggy Azalea,australian hip hop,74,0.699,0.804,-4.898,0.144,0.0631,0,0.414,0.491,140.012,2014
5l3CML2OnzfNs5RfVgbcLt,Talk Dirty (feat. 2 Chainz),71,177685,Tattoos,2013-09-10,Jason Derulo,dance pop,87,0.76,0.652,-7.321,0.232,0.0348,0,0.307,0.759,100.315,2013
6RtPijgfPKROxEzTHNRiDp,Rude,79,224840,Don't Kill the Magic,2014-06-25,MAGIC!,pop,69,0.774,0.756,-4.995,0.0389,0.0423,0,0.305,0.931,144.032,2014
0ifSeVGUr7py5GggttDhXw,All About That Bass,62,188754,All About That Bass,2014-06-30,Meghan Trainor,dance pop,82,0.811,0.879,-3.724,0.0514,0.0476,1.91E-06,0.109,0.962,134.064,2014
7vS3Y0IKjde7Xg85LWIEdP,Problem,75,193920,My Everything (Deluxe),2014-08-25,Ariana Grande,pop,97,0.66,0.805,-5.352,0.153,0.0192,8.83E-06,0.159,0.625,103.008,2014
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,82,172723,In The Lonely Hour,2014-05-26,Sam Smith,dance pop,89,0.418,0.42,-6.444,0.0414,0.588,6.39E-05,0.11,0.184,84.094,2014
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,82,239316,In The Lonely Hour,2014-05-26,Sam Smith,dance pop,89,0.677,0.485,-5.795,0.0361,0.529,2.04E-05,0.0766,0.493,82.001,2014
64GRDrL1efgXclrhVCeuA0,Lay Me Down,76,219535,In The Lonely Hour (Drowning Shadows Edition),2015-11-06,Sam Smith,dance pop,89,0.468,0.19,-11.138,0.0373,0.919,0,0.107,0.326,125.319,2015
4kTBakk3h2S678cajDcVTw,Latch,73,255631,Settle (Deluxe Version),2013-01-01,Disclosure,house,79,0.499,0.733,-5.449,0.174,0.016,0.000135,0.0897,0.537,121.984,2013
1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,77,193733,Let The Road,2014-01-01,Rixton,pop,64,0.545,0.783,-4.261,0.0345,0.00489,0,0.132,0.551,174.084,2014
3cHyrEgdyYRjgJKSOiOtcS,Timber (feat. Ke$ha),79,204160,Global Warming: Meltdown (Deluxe Version),2012,Pitbull,dance pop,83,0.581,0.963,-4.087,0.0981,0.0295,0,0.139,0.788,129.992,2012
4Ub8UsjWuewQrPhuepfVpd,Pompeii,72,214147,All This Bad Blood,2013-01-01,Bastille,metropopolis,79,0.679,0.715,-6.383,0.0407,0.0755,0,0.271,0.571,127.435,2013
2wqaekenSQZm7hxQOYt8oE,Am I Wrong,62,247520,Am I Wrong,2014-01-21,Nico & Vinz,dance pop,63,0.725,0.68,-5.465,0.0306,0.162,2.13E-06,0.158,0.76,119.939,2014
3icbmPGKTsKAa0IinkizCM,That's How You Know (feat. Kid Ink & Bebe Rexha),60,186443,That's How You Know (feat. Kid Ink & Bebe Rexha),2015-07-17,Nico & Vinz,dance pop,63,0.769,0.437,-6.406,0.0363,0.44,0,0.116,0.737,103.921,2015
67awxiNHNyjMXhVgsHuIrs,Turn Down for What,72,213733,Turn Down for What,2013-12-18,DJ Snake,dance pop,80,0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,2013
6YwLgicpvVuMt1eE2OldwQ,Five More Hours - Deorro x Chris Brown,67,211975,Five More Hours (Deorro x Chris Brown),2015-03-03,Deorro,big room,70,0.699,0.883,-3.226,0.219,0.0288,0,0.817,0.499,127.961,2015
48RrDBpOSSl1aLVCalGl5C,The Monster,76,250188,The Marshall Mathers LP2,2013-11-05,Eminem,detroit hip hop,92,0.781,0.853,-3.68,0.0715,0.0525,0,0.12,0.624,110.049,2013
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,77,229400,Is There Anybody Out There?,2014-01-20,A Great Big World,indiecoustica,68,0.407,0.147,-8.822,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284,2014
0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),73,229506,Global Warming: Meltdown (Deluxe Version),2012,Pitbull,dance pop,83,0.673,0.758,-3.632,0.158,0.039,0,0.341,0.542,135.956,2012
3G6hD9B2ZHOsgf4WfNu7X1,Team,75,193058,Pure Heroine,2013-09-27,Lorde,art pop,79,0.69,0.578,-7.436,0.0929,0.167,0,0.305,0.416,99.961,2013
74fpNVAJrKGQuqHETi4WSt,Tennis Court,62,198907,Pure Heroine,2013-09-27,Lorde,art pop,79,0.764,0.567,-8.585,0.0609,0.0126,9.51E-05,0.257,0.428,89.988,2013
0qcr5FMsEO85NAQjrlDRKo,"Let It Go - From ""Frozen""/Soundtrack Version",75,223840,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),2013-01-01,Various Artists,None,0,0.543,0.485,-6.85,0.0305,0.558,0,0.12,0.371,136.961,2013
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,83,245493,Midnight Memories (Deluxe),2013-11-25,One Direction,boy band,89,0.6,0.663,-5.802,0.0477,0.225,0,0.119,0.286,121.07,2013
6M31fPFCYB8Job3MCjjrDV,They Don't Know About Us,79,200400,Take Me Home (Expanded Edition),2012-11-12,One Direction,boy band,89,0.514,0.727,-6.131,0.0492,0.126,0,0.0978,0.37,147.917,2012
4VrWlk8IQxevMvERoX08iC,Chandelier,79,216120,1000 Forms Of Fear,2014-07-04,Sia,australian dance,89,0.399,0.787,-2.88,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,2014
6kwAbEjseqBob48jCus7Sz,Elastic Heart,72,257200,1000 Forms Of Fear,2014-07-04,Sia,australian dance,89,0.421,0.791,-4.998,0.0496,0.0117,1.48E-05,0.146,0.499,130.075,2014
4E3afPSY5fUEelQS9ppL0e,Alive,62,263520,This Is Acting,2016-01-29,Sia,australian dance,89,0.508,0.762,-4.217,0.0489,0.254,0.000122,0.108,0.444,99.963,2016
71vsEyBd4X1D5BUmLdFSVH,Black Widow,67,209423,The New Classic,2014-01-01,Iggy Azalea,australian hip hop,74,0.743,0.72,-3.753,0.124,0.192,0.000386,0.109,0.519,163.99,2014
0puf9yIluy9W0vpMEUoAnN,Bang Bang,79,199386,Sweet Talker (Deluxe Version),2014-10-14,Jessie J,dance pop,75,0.706,0.786,-3.417,0.091,0.26,0,0.38,0.751,150.028,2014
4gbVRS8gloEluzf0GzDOFc,Maps,77,189960,V,2014-09-02,Maroon 5,pop,87,0.742,0.713,-5.522,0.0303,0.0205,0,0.059,0.879,120.032,2014
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,78,194240,"Oh, What A Life",2014-01-01,American Authors,indie poptimism,69,0.673,0.902,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012,2014
1obisQNOcikRvTdStbW3pG,Go Big Or Go Home,58,169026,What We Live For,2016-07-01,American Authors,indie poptimism,69,0.665,0.875,-4.272,0.0426,0.00939,0,0.0897,0.66,122.008,2016
18AJRdgUoO9EYn11N7xzaT,Habits (Stay High),71,209160,Queen Of The Clouds,2014-09-24,Tove Lo,dance pop,77,0.733,0.65,-3.539,0.0315,0.0703,6.59E-05,0.0829,0.348,110.003,2014
6YUTL4dYpB9xZO5qExPf05,Summer,80,222533,Motion,2014-10-31,Calvin Harris,dance pop,86,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,2014
5uVji14OWpj9HMKLXdhjAv,This Summer,57,224400,V,2014-09-02,Maroon 5,pop,87,0.54,0.766,-5.148,0.07,0.000248,0,0.641,0.176,98.932,2014
0PjkFSNBbpfYRYpAG4uuGb,Boom Clap,52,169866,Boom Clap,2014-06-16,Charli XCX,art pop,75,0.659,0.911,-2.28,0.0786,0.154,0.000304,0.191,0.576,91.999,2014
6jG2YzhxptolDzLHTGLt7S,Drunk in Love (feat. Jay-Z),71,323480,BEYONCÉ [Platinum Edition],2014-11-24,Beyoncé,dance pop,87,0.589,0.621,-6.902,0.0468,0.00969,0.00104,0.181,0.401,140.03,2014
5eqiMMbaeUZ32Q7sS00H35,Anaconda,70,260240,The Pinkprint (International Deluxe Explicit),2014-12-15,Nicki Minaj,dance pop,89,0.964,0.605,-6.223,0.179,0.0668,7.78E-06,0.214,0.646,129.994,2014
1SAkL1mYNJlaqnBQxVZrRl,Baby Got Back,67,262826,Mack Daddy,1992-01-01,Sir Mix-A-Lot,electro,55,0.926,0.669,-11.271,0.301,0.0051,0,0.0887,0.642,128.462,1992
12KUFSHFgT0XCoiSlvdQi4,Break Free,75,214840,My Everything (Deluxe),2014-08-25,Ariana Grande,pop,97,0.687,0.702,-5.324,0.0455,0.0064,4.35E-05,0.204,0.284,129.956,2014
7xoUc6faLbCqZO6fQEYprd,One Last Time,78,197266,My Everything (Deluxe),2014-08-25,Ariana Grande,pop,97,0.628,0.593,-5.036,0.0323,0.093,1.65E-06,0.096,0.104,125.026,2014
5J4ZkQpzMUFojo1CtAZYpn,Love Me Harder,75,236133,My Everything (Deluxe),2014-08-25,Ariana Grande,pop,97,0.472,0.714,-4.389,0.0334,0.00937,0,0.0764,0.24,98.992,2014
05jvMmKskwgXli5aO2T7ji,Bailando - English Version,46,243853,Greatest Hits,2019-10-04,Enrique Iglesias,dance pop,78,0.721,0.853,-3.523,0.0769,0.0773,0,0.0848,0.954,90.969,2019
2GgxS8bUT5G25QJTsfSv0R,Burn,70,231211,Halcyon Days,2014-01-01,Ellie Goulding,dance pop,81,0.559,0.777,-5.031,0.0432,0.31,0,0.105,0.329,87.016,2014
4B4zDmbHdkXZ1wUJv1yKFy,Wiggle (feat. Snoop Dogg),67,193295,Tattoos (Deluxe Edition),2013-09-10,Jason Derulo,dance pop,87,0.697,0.621,-6.886,0.25,0.0802,0,0.162,0.721,81.946,2013
3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),73,227833,Rather Be (feat. Jess Glynne),2014-01-17,Clean Bandit,dance pop,80,0.799,0.586,-6.735,0.0377,0.162,2.03E-06,0.193,0.549,120.97,2014
0Dc7J9VPV4eOInoxUiZrsL,Don't Tell 'Em,75,266840,Late Nights: The Album,2015-12-04,Jeremih,chicago rap,80,0.856,0.527,-5.225,0.0997,0.392,0,0.11,0.386,98.052,2015
2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,77,221360,Bangerz (Deluxe Version),2013-10-04,Miley Cyrus,dance pop,91,0.53,0.422,-6.262,0.0342,0.407,0,0.107,0.349,119.964,2013
1JmPASoql4lnXimD5ICqRP,Not a Bad Thing,0,266294,Not a Bad Thing,2014-02-24,Justin Timberlake,dance pop,82,0.594,0.729,-5.774,0.0626,0.271,0,0.383,0.459,86.032,2014
1j8z4TTjJ1YOdoFEDwJTQa,Ain't It Fun,73,296520,Paramore,2013-04-05,Paramore,candy pop,78,0.61,0.893,-3.681,0.0921,0.154,4.41E-05,0.021,0.673,104.031,2013
4e6ZN0EcEqYx74BTC5xQzy,The Man,60,255906,Lift Your Spirit,2013-01-01,Aloe Blacc,pop soul,72,0.533,0.755,-7.25,0.0419,0.0332,0,0.233,0.472,86.034,2013
2iT8p5HHGZoIgFME97V1fd,This Is How We Roll,61,220906,Here's To The Good Times...This Is How We Roll,2013-01-01,Florida Georgia Line,contemporary country,80,0.555,0.931,-2.969,0.0367,0.016,0,0.405,0.723,132.085,2013
6FE2iI43OZnszFLuLtvvmg,Classic,81,175426,MKTO,2012,MKTO,dance pop,72,0.72,0.791,-4.689,0.124,0.0384,0,0.157,0.756,102.071,2012
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,78,267866,Ghost Stories,2014-05-19,Coldplay,permanent wave,88,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,2014
1huvTbEYtgltjQRXzrNKGi,Don't,72,219840,x (Deluxe Edition),2014-06-21,Ed Sheeran,pop,91,0.806,0.608,-7.008,0.0659,0.0113,0,0.635,0.849,95.049,2014
5LIleJbUUgtvYnBW9wfY1W,Na Na,66,231906,Trigga Reloaded,2015-06-23,Trey Songz,dance pop,77,0.67,0.476,-6.253,0.0406,0.328,0,0.104,0.235,96.975,2015
4NYwy0R3NdvORX2B6OZXBT,Slow Motion,73,197854,Trigga Reloaded,2015-06-23,Trey Songz,dance pop,77,0.733,0.408,-7.834,0.0388,0.679,3.92E-05,0.11,0.291,94.947,2015
6K8qKeWo5MsFED7wCR6Kop,Sing,70,235382,x (Deluxe Edition),2014-06-21,Ed Sheeran,pop,91,0.818,0.67,-4.451,0.0472,0.304,1.22E-06,0.0601,0.939,119.988,2014
13P5rwmk2EsoFRIz9UCeh9,Cool Kids,71,237626,Talking Dreams (Deluxe Edition),2013-10-04,Echosmith,dance pop,62,0.719,0.671,-6.279,0.0336,0.0372,8.21E-06,0.12,0.786,130.027,2013
1l7n3I8SoPR4OyLnTm1uqK,Bright - Lost Kings Remix,37,213856,Bright (Lost Kings Remix),2015-06-29,Echosmith,dance pop,62,0.701,0.718,-5.305,0.0363,0.235,7.15E-05,0.102,0.619,104.998,2015
4lhqb6JvbHId48OUJGwymk,Hey Brother,76,255093,TRUE,2013-01-01,Avicii,big room,83,0.545,0.78,-4.867,0.0436,0.0309,4.64E-05,0.0828,0.458,125.014,2013
154Z2G9kyrSZgmXmJwiytO,Trumpets,58,217419,Platinum Hits,2016-07-29,Jason Derulo,dance pop,87,0.635,0.691,-4.862,0.258,0.555,0,0.097,0.638,82.142,2016
2bL2gyO6kBdLkNSkxXNh6x,Animals,77,231013,V,2014-09-02,Maroon 5,pop,87,0.279,0.742,-6.46,0.0898,0.000185,0,0.593,0.328,189.868,2014
3jVtllWS5CFFWLQng8sKsr,2 On (feat. ScHoolboy Q),71,227000,Aquarius,2014-10-03,Tinashe,alternative r&b,72,0.742,0.595,-7.51,0.107,0.15,0,0.111,0.431,101.013,2014
3DmW6y7wTEYHJZlLo1r6XJ,Shower,82,206166,Shower,2014-04-23,Becky G,dance pop,81,0.699,0.529,-7.548,0.0487,0.0317,3.59E-05,0.285,0.121,119.987,2014
0gxGuvGAGfc41ujvTtXE2H,Animals,52,303040,Animals,2013-06-17,Martin Garrix,big room,81,0.676,0.857,-6.7,0.0391,0.00149,0.674,0.307,0.0378,128.01,2013
4pGqFOfzvfe6avb9kbZicC,Sweater Weather,63,240040,I'm Sorry,2012-08-07,The Neighbourhood,modern alternative rock,83,0.695,0.615,-5.325,0.042,0.15,0.000212,0.0879,0.414,124.015,2012
3fBbfrWZUuWWrMQXFISr7N,New Flame (feat. Usher & Rick Ross),69,244226,X (Expanded Edition),2014-09-16,Chris Brown,dance pop,89,0.702,0.629,-4.292,0.041,0.0506,0,0.0963,0.446,141.967,2014
2xLOMHjkOK8nzxJ4r6yOKR,Birthday,64,215042,PRISM (Deluxe),2013-10-18,Katy Perry,dance pop,86,0.719,0.674,-5.122,0.0681,0.0879,3.75E-06,0.112,0.843,125.98,2013
3wPPWcVuinAU7dXcJXtCID,La La La,68,222200,Hotel Cabana (Deluxe Version),2013-01-01,Naughty Boy,tropical house,63,0.772,0.65,-5.202,0.0306,0.107,1.13E-06,0.0905,0.262,125.083,2013
44JqKUXiWTaRrDQUx7CwsT,Do What U Want,0,227306,ARTPOP,2013-01-01,Lady Gaga,dance pop,88,0.789,0.827,-4.373,0.0647,0.326,1.00E-05,0.0949,0.574,97.518,2013
02XnQdf7sipaKBBHixz3Zp,Paparazzi,70,208306,The Fame,2008-01-01,Lady Gaga,dance pop,88,0.762,0.692,-3.973,0.0438,0.113,0,0.094,0.397,114.906,2008
0dIOvducp7ujHTqj66cQ3X,Amnesia,69,237247,5 Seconds Of Summer,2014-06-27,5 Seconds of Summer,boy band,82,0.594,0.497,-5.26,0.0303,0.0343,0,0.162,0.101,101.668,2014
1CQ2cMfrmFM1YdfmjENKVE,She Looks So Perfect,73,202496,5 Seconds Of Summer,2014-06-27,5 Seconds of Summer,boy band,82,0.494,0.951,-4.237,0.132,0.000569,0,0.327,0.441,160.025,2014
4bT2zLVv2T4GiK9q9KtI0v,Stay The Night - Featuring Hayley Williams Of Paramore,63,217346,Clarity (Deluxe),2014-01-01,Zedd,complextro,80,0.596,0.738,-3.109,0.0411,0.109,0,0.0947,0.461,127.961,2014
5hgnY0mVcVetszbb85qeDg,Partition,71,319466,BEYONCÉ [Platinum Edition],2014-11-24,Beyoncé,dance pop,87,0.412,0.441,-11.523,0.291,0.0296,0.0726,0.306,0.174,185.571,2014
5AnCLGg35ziFOloEnXK4uu,Adore You,71,278746,Bangerz (Deluxe Version),2013-10-04,Miley Cyrus,dance pop,91,0.583,0.655,-5.407,0.0315,0.111,3.57E-06,0.113,0.201,119.759,2013
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,80,199080,TALKING IS HARD,2014-12-02,WALK THE MOON,dance pop,71,0.578,0.866,-3.804,0.0619,0.00701,0,0.257,0.619,128.038,2014
6N9ZOtguCnnrvwH7zD82WJ,GDFR (feat. Sage the Gemini & Lookas),60,190185,GDFR (feat. Sage The Gemini & Lookas),2014-09-29,Flo Rida,dance pop,80,0.657,0.827,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889,2014
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),82,229525,See You Again (feat. Charlie Puth),2015,Wiz Khalifa,hip hop,86,0.689,0.481,-7.503,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,2015
0w5pghaDUcG3hRPJaOHlLc,Chains,51,203106,Nick Jonas,2014-11-10,Nick Jonas,dance pop,69,0.589,0.611,-5.881,0.0459,0.0151,0,0.0757,0.121,76.006,2014
41Fflg7qHiVOD6dEPvsCzO,Worth It (feat. Kid Ink),75,224573,Reflection (Deluxe),2015-01-30,Fifth Harmony,dance pop,74,0.884,0.765,-3.865,0.0882,0.063,7.04E-06,0.118,0.594,99.987,2015
7oGZAicScQt96OAW4AruYy,Want to Want Me,76,207719,Everything Is 4,2015-05-29,Jason Derulo,dance pop,87,0.775,0.68,-5.508,0.0629,0.00906,0,0.109,0.656,114.025,2015
2hHLbkatPwOOmrNxTiD41L,I Really Like You,68,204763,Emotion (Deluxe Expanded Edition),2015,Carly Rae Jepsen,canadian pop,74,0.62,0.805,-5.538,0.0417,0.00564,9.15E-05,0.285,0.586,122.062,2015
